,date,age,gender,armed,race,city,state,flee,body_camera,signs_of_mental_illness,police_departments_involved,year
254,2015-04-04,50.0,male,unarmed,Black,North Charleston,SC,foot,False,False,"North Charleston Police Department, SC",2015.0
255,2015-04-04,17.0,male,gun,Black,Zion,IL,foot,False,False,"Zion Police Department, IL",2015.0
256,2015-04-05,56.0,male,gun,White,Tehachapi,CA,not,False,False,"Tehachapi Police Department, CA",2015.0
257,2015-04-05,51.0,male,knife,White,Phoenix,AZ,not,False,True,"Phoenix Police Department, AZ",2015.0
258,2015-04-06,31.0,male,gun,White,Jefferson County,ID,car,False,False,"Bonneville County Sheriff's Office, ID",2015.0
259,2015-04-06,25.0,male,gun,Black,Harvey,LA,foot,False,False,"Jefferson Parish Sheriff's Office, LA",2015.0
260,2015-04-06,23.0,male,gun,White,Indianapolis,IN,not,False,True,"Indianapolis Metropolitan Police Department, IN",2015.0
261,2015-04-07,32.0,male,gun,White,Pottawatomie County,OK,car,False,False,"Pottawatomie County Sheriff's Office, OK",2015.0
262,2015-04-08,28.0,male,knife,Asian,Sunnyvale,CA,not,False,True,"Sunnyvale Police Department, CA",2015.0
263,2015-04-08,39.0,male,gun,Hispanic,Los Angeles,CA,foot,False,False,"Los Angeles Police Department, CA",2015.0
265,2015-04-08,60.0,male,gun,White,San Antonio,TX,car,False,False,"San Antonio Police Department, TX",2015.0
267,2015-04-09,28.0,male,gun,White,Boiling Springs,SC,not,False,False,"Spartanburg County Sheriff's Department, SC",2015.0
268,2015-04-09,31.0,male,gun,White,Straban Township,PA,not,False,True,"Pennsylvania State Police, PA",2015.0
269,2015-04-09,29.0,male,gun,Black,Monon,IN,car,False,False,"Indiana State Police, IN;Tippecanoe County Sheriff's Department, IN;Wasketa Police Department, IN",2015.0
270,2015-04-09,22.0,male,knife,White,Navarre,FL,not,False,False,"Santa Rosa County Sheriff's Office, FL",2015.0
271,2015-04-10,38.0,male,gun,White,Topeka,KS,car,False,False,"Kansas Capitol Police, KS;Topeka Police Department, KS",2015.0
272,2015-04-10,21.0,male,knife,Hispanic,Corning,CA,not,False,False,"Tehama County Sheriff's Department, CA",2015.0
273,2015-04-11,66.0,male,gun,White,Sand Springs,OK,not,True,True,"Sand Springs Police Department, OK",2015.0
274,2015-04-12,32.0,male,gun,White,Salemburg,NC,car,False,True,"Sampson County Sheriff's Office, NC",2015.0
275,2015-04-12,83.0,male,knife,White,Oklahoma City,OK,not,False,True,"Oklahoma City Police Department, OK",2015.0
276,2015-04-12,36.0,male,gun,Black,Indianapolis,IN,foot,True,False,"Indianapolis Metropolitan Police Department, IN",2015.0
277,2015-04-13,27.0,male,gun,Hispanic,Alton,IL,not,False,False,"Alton Police Department, IL",2015.0
278,2015-04-14,31.0,male,knife,White,Jonesboro,AR,not,False,True,"Jonesboro Police Department, AR",2015.0
279,2015-04-14,26.0,male,undetermined,Black,DeSoto,TX,foot,False,False,"DeSoto Police Department, TX",2015.0
280,2015-04-15,52.0,male,replica,Hispanic,Montclair,CA,not,False,True,"San Bernardino County Sheriff's Department, CA",2015.0
281,2015-04-15,72.0,male,gun,White,Cañon City,CO,not,False,True,"Canon City Police Department, CO",2015.0
282,2015-04-15,51.0,male,replica,White,Columbia,MO,car,True,False,"Columbia Police Department, MO;Missouri University Police Department, MO",2015.0
283,2015-04-15,41.0,male,unarmed,Black,Houston,TX,car,False,False,"Houston Police Department, TX",2015.0
284,2015-04-15,41.0,male,knife,Black,Spartanburg,SC,not,False,False,"Spartanburg Police Department, SC",2015.0
285,2015-04-15,22.0,male,gun,Black,Miami,FL,foot,False,False,"Miami-Dade Police Department, FL",2015.0
286,2015-04-16,47.0,male,knife,Hispanic,Shafter,CA,not,False,False,"Shafter Police Department, CA",2015.0
287,2015-04-17,23.0,male,knife,Black,Jennings,MO,not,True,True,"St. Louis County Police Department, MO",2015.0
288,2015-04-17,29.0,male,gun,Hispanic,Hemet,CA,not,False,False,"California Highway Patrol, CA;Riverside County Sheriff's Department, CA",2015.0
289,2015-04-17,18.0,male,gun,Black,Chicago,IL,foot,False,False,"Chicago Police Department, IL",2015.0
290,2015-04-18,45.0,male,gun,White,Panama City,FL,not,False,False,"Panama City Police Department, FL",2015.0
291,2015-04-18,43.0,male,gun,Hispanic,Phoenix,AZ,not,False,True,"Phoenix Police Department, AZ",2015.0
292,2015-04-19,44.0,male,knife,White,Sidney,NE,not,False,False,"Sidney Police Department, NE",2015.0
293,2015-04-19,40.0,male,gun,White,Wilmore,KY,not,False,True,"Wilmore Police Department, KY",2015.0
294,2015-04-20,25.0,male,gun,Hispanic,Mission,TX,not,False,False,"Hidalgo County Sheriff's Office, TX",2015.0
296,2015-04-21,35.0,male,knife,Hispanic,Los Angeles,CA,not,False,True,"Los Angeles Police Department, CA",2015.0
297,2015-04-21,59.0,male,knife,White,Irmo,SC,not,False,True,"Lexington County Sheriff's Department, SC",2015.0
298,2015-04-21,37.0,male,unarmed,Native American,Lakewood,WA,foot,False,True,"Lakewood Police Department, WA",2015.0
299,2015-04-22,39.0,male,gun,Asian,Eldorado Springs,CO,not,False,False,"Boulder County Sheriff's Office, CO",2015.0
300,2015-04-22,31.0,male,gun,Black,Fort Worth,TX,foot,False,False,"Fort Worth Police Department, TX",2015.0
301,2015-04-22,30.0,male,gun,White,Queens,NY,foot,False,True,"New York Police Department, NY",2015.0
302,2015-04-22,51.0,male,knife,Hispanic,Bisbee,AZ,not,False,False,"Bisbee Police Department, AZ",2015.0
303,2015-04-22,18.0,male,unarmed,Black,Portsmouth,VA,not,False,False,"Portsmouth Police Department, VA",2015.0
304,2015-04-23,19.0,male,unarmed,Hispanic,Long Beach,CA,not,False,False,"Long Beach Police Department, CA",2015.0
305,2015-04-23,51.0,male,gun,White,Rufe,OK,not,False,False,"Choctaw County Sheriff's Office, OK;Hugo Police Department, OK",2015.0
306,2015-04-23,26.0,male,replica,White,Sylmar,CA,not,False,True,"Los Angeles Police Department, CA",2015.0
307,2015-04-24,20.0,male,gun,Black,Trinidad,CO,foot,True,False,"Trinidad Police Department, CO",2015.0
308,2015-04-24,63.0,male,gun,White,Miami,OK,car,False,False,"Oklahoma Highway Patrol, OK",2015.0
309,2015-04-24,49.0,male,gun,White,Eugene,OR,not,False,False,"Salem Police Department, OR",2015.0
311,2015-04-25,58.0,male,knife,White,Clermont,FL,not,False,True,"Lake County Sheriff's Office, FL",2015.0
312,2015-04-25,24.0,male,unarmed,Black,New York,NY,foot,False,True,"New York Police Department, NY",2015.0
313,2015-04-25,25.0,male,knife,White,Victoria,TX,not,True,True,"Victoria Police Department, TX",2015.0
314,2015-04-26,45.0,male,gun,White,Fountain Valley,CA,not,False,False,"Fountain Valley Police Department, CA",2015.0
315,2015-04-26,76.0,male,gun,White,Kings County,CA,not,False,False,"Kings County Sheriff's Office, CA",2015.0
316,2015-04-26,29.0,male,unarmed,White,Bunch,OK,not,False,False,"Oklahoma Department of Wildlife Conservation, OK",2015.0
317,2015-04-27,20.0,male,blunt_object,Black,Detroit,MI,not,False,False,"U.S. Immigration and Customs Enforcement, MI",2015.0
318,2015-04-28,27.0,male,gun,White,Marion,IL,not,False,True,"Marion Police Department, IL",2015.0
319,2015-04-28,21.0,male,gun,Black,New Orleans,LA,not,True,False,"New Orleans Police Department, LA",2015.0
320,2015-04-28,58.0,male,gun,White,Mansfield,OH,not,False,False,"Ohio State Highway Patrol, OH",2015.0
321,2015-04-29,53.0,male,gun,White,Nashville,TN,not,False,True,"Nashville Police Department, TN",2015.0
322,2015-04-29,53.0,male,gun,Black,Emporia,VA,not,False,True,"Greensville County Sheriff's Office, VA;Virginia State Police, VA",2015.0
323,2015-04-29,25.0,female,gun,Black,Atlanta,GA,not,False,False,"Atlanta Police Department, GA",2015.0
324,2015-04-29,27.0,male,gun,Hispanic,Elk Grove,CA,not,False,False,"California Department of Fish and Wildlife, CA",2015.0
325,2015-04-29,33.0,male,gun,Hispanic,Mesa,AZ,not,False,True,"Mesa Police Department, AZ",2015.0
326,2015-04-29,26.0,male,knife,White,Chickasha,OK,foot,False,False,"Chickasha Police Department, OK",2015.0
327,2015-04-30,22.0,male,blunt_object,Hispanic,El Paso,TX,not,False,False,"El Paso Police Department, TX",2015.0
328,2015-04-30,42.0,male,unarmed,Other,San Diego,CA,not,True,True,"San Diego Police Department, CA",2015.0
329,2015-05-02,52.0,male,gun,White,Smyrna,DE,not,True,False,"Smyrna Police Department, DE",2015.0
330,2015-05-03,53.0,male,gun,White,Chavies,KY,not,False,False,"Kentucky State Police, KY",2015.0
331,2015-05-03,44.0,male,gun,Hispanic,Albuquerque,NM,not,False,False,"Bernalillo County Sheriff's Department, NM",2015.0
332,2015-05-03,34.0,male,gun,Other,Garland,TX,not,False,False,"Garland Police Department, TX",2015.0
333,2015-05-03,30.0,male,gun,Black,Garland,TX,not,False,False,"Garland Police Department, TX",2015.0
334,2015-05-03,36.0,male,gun,White,Roosevelt,UT,not,True,True,"Roosevelt Police Department, UT",2015.0
335,2015-05-04,38.0,male,gun,Hispanic,Alvin,TX,not,False,False,"Alvin Police Department, TX",2015.0
336,2015-05-04,36.0,male,replica,White,Kennewick,WA,not,False,True,"Kennewick Police Department, WA",2015.0
337,2015-05-05,46.0,male,gun,White,Pulaski,VA,not,False,True,"Pulaski Police Department, VA",2015.0
338,2015-05-05,32.0,male,knife,Asian,South El Monte,CA,not,False,False,"Los Angeles County Sheriff's Department, CA",2015.0
339,2015-05-05,29.0,male,unarmed,Black,Venice,CA,not,True,False,"Los Angeles Police Department, CA",2015.0
340,2015-05-06,18.0,male,gun,White,Wake Forest,NC,car,False,False,"Wake Forest Police Department, NC",2015.0
342,2015-05-07,38.0,male,knife,White,Beacon,NY,car,False,False,"Beacon Police Department, NY",2015.0
343,2015-05-07,72.0,male,knife,Unknown,Lawrenceville,GA,not,False,True,"Gwinnett County Police Department, GA",2015.0
345,2015-05-08,48.0,male,gun,Black,Harvey,LA,not,False,False,"Jefferson Parish Sheriff's Office, LA",2015.0
346,2015-05-08,58.0,male,gun,White,Constantia,NY,not,False,True,"Oswego County Sheriff's Department, NY",2015.0
347,2015-05-08,35.0,male,knife,White,Kearny,AZ,not,False,False,"Kearny Police Department, AZ",2015.0
349,2015-05-10,47.0,male,gun,White,Tacoma,WA,not,False,False,"Tacoma Police Department, WA",2015.0
350,2015-05-11,28.0,male,knife,White,St. Augustine,FL,not,False,True,"St. John's County Sheriff's Office, FL",2015.0
352,2015-05-12,40.0,male,knife,White,Rancho Santa Margarita,CA,not,False,True,"Orange County Sheriff's Department, CA",2015.0
353,2015-05-12,46.0,male,gun,Asian,Honolulu,HI,not,False,False,"U.S. Marshals Service, HI",2015.0
354,2015-05-12,28.0,male,gun,Black,Jacksonville,FL,foot,False,False,"Jacksonville Sheriff's Office, FL",2015.0
355,2015-05-14,53.0,male,gun,White,St. Augustine,FL,not,False,True,"St. John's County Sheriff's Office, FL",2015.0
356,2015-05-14,37.0,male,gun,White,Portage,MI,car,False,True,"Kalamazoo County Sheriff's Office, MI;Michigan State Police, MI",2015.0
357,2015-05-15,42.0,male,replica,White,Sacramento,CA,not,False,True,"Sacramento Police Department, CA",2015.0
358,2015-05-15,41.0,male,gun,White,Rockford,IL,not,False,True,"Rockford Police Department, IL",2015.0
359,2015-05-16,45.0,male,gun,Black,Harvey,IL,foot,False,False,"Harvey Police Department, IL",2015.0
360,2015-05-17,27.0,male,knife,White,Ruidoso,NM,not,False,False,"Ruidoso Police Department, NM",2015.0
361,2015-05-17,18.0,male,gun,White,St. Petersburg,FL,not,False,True,"St. Petersburg Police Department, FL",2015.0
362,2015-05-17,34.0,male,gun,White,San Diego,CA,foot,True,True,"San Diego Police Department, CA",2015.0
363,2015-05-19,17.0,male,gun,White,Grand Junction,CO,other,False,False,"Grand Junction Police Department, CO",2015.0
364,2015-05-19,35.0,male,gun,White,Cabot,AR,not,False,False,"Arkansas Department of Community Correction, AR;Lonoke County Sheriff's Office, AR",2015.0
365,2015-05-19,54.0,male,unarmed,Hispanic,Arlington,VA,not,False,False,"Arlington County Police Department, VA",2015.0
366,2015-05-20,26.0,male,gun,Black,Omaha,NE,not,False,False,"Omaha Police Department, NE",2015.0
367,2015-05-20,39.0,female,knife,White,Gillette,WY,car,False,False,"Campbell County Sheriff's Office, WY",2015.0
368,2015-05-20,38.0,male,gun,Black,Owensboro,KY,not,False,False,"Kentucky State Police, KY;Owensboro Police Department, KY",2015.0
369,2015-05-20,52.0,male,knife,White,Green,OH,not,False,False,"Summit County Sheriff's Office, OH",2015.0
370,2015-05-20,29.0,male,gun,Black,Lancaster,PA,not,False,False,"Lancaster City Bureau of Police, PA",2015.0
371,2015-05-21,32.0,male,gun,Black,Charleston,SC,not,False,False,"Berkeley County Sheriff's Office, SC;Charleston Police Department, SC;South Carolina Law Enforcement Division, SC",2015.0
372,2015-05-21,24.0,male,knife,Hispanic,Hackensack,NJ,not,False,True,"Hackensack Police Department, NJ",2015.0
373,2015-05-21,43.0,male,knife,White,North Charleston,SC,not,False,False,"Charleston County Sheriff's Office, SC;North Charleston Police Department, SC",2015.0
374,2015-05-21,29.0,male,knife,Black,Ft. Lauderdale,FL,not,False,False,"Fort Lauderdale Police Department, FL",2015.0
375,2015-05-21,22.0,male,gun,Hispanic,El Paso,TX,not,False,True,"El Paso Police Department, TX",2015.0
376,2015-05-22,40.0,male,replica,White,Somerset,PA,not,False,False,"Pennsylvania State Police, PA",2015.0
377,2015-05-23,25.0,male,gun,Black,Detroit,MI,not,False,True,"Detroit Police Department, MI",2015.0
378,2015-05-23,40.0,male,gun,White,Eagar,AZ,car,False,False,"Eagar Police Department, AZ",2015.0
379,2015-05-23,47.0,male,gun,White,Sedalia,MO,not,False,False,"Clinton Police Department, MO",2015.0
380,2015-05-25,36.0,male,knife,Black,Huntsville,AL,not,False,True,"Huntsville Police Department, AL",2015.0
381,2015-05-25,31.0,female,gun,White,Austin,TX,not,False,True,"Austin Police Department, TX",2015.0
382,2015-05-26,62.0,male,gun,White,Snohomish,WA,not,False,True,"Snohomish County Sheriff's Office, WA",2015.0
383,2015-05-26,24.0,male,undetermined,White,Bossier City,LA,not,False,False,"Federal Bureau of Investigation, LA",2015.0
384,2015-05-26,51.0,male,gun,Black,Queens,NY,not,False,False,"New York Police Department, NY",2015.0
385,2015-05-27,33.0,male,knife,White,Alpine,CA,not,False,True,"San Diego Police Department, CA",2015.0
386,2015-05-27,20.0,male,unarmed,Other,Long Beach,CA,not,False,False,"Long Beach Police Department, CA",2015.0
387,2015-05-27,57.0,male,knife,White,Rockville,GA,not,False,True,"Putnam County Sheriff's Office, GA",2015.0
388,2015-05-27,24.0,male,replica,White,Edmond,OK,not,False,True,"Edmond Police Department, OK",2015.0
389,2015-05-27,39.0,male,knife,White,Ideal Beach,NJ,not,False,False,"Middletown Township Police Department, NJ;Monmouth County SWAT Team, NJ",2015.0
390,2015-05-28,18.0,male,blunt_object,White,Trenton,MI,not,False,False,"Trenton Police Department, MI",2015.0
391,2015-05-28,40.0,male,gun,Black,Carrollton,GA,not,False,False,"Carrollton Police Department, GA",2015.0
392,2015-05-28,32.0,male,gun,Black,Northglenn,CO,not,False,False,"Northglenn Police Department, CO",2015.0
393,2015-05-28,60.0,male,gun,White,Lancaster,SC,not,False,False,"Lancaster County Sheriff's Department, SC",2015.0
394,2015-05-29,55.0,male,gun,White,Wilderville,OR,not,False,False,"Oregon State Police, OR",2015.0
395,2015-05-29,35.0,male,gun,White,Okmulgee County,OK,not,False,False,"Oklahoma Highway Patrol, OK",2015.0
396,2015-05-29,36.0,male,knife,Black,Lyndhurst,NJ,not,False,False,"Lyndhurst Police Department, NJ",2015.0
397,2015-05-30,39.0,male,replica,Hispanic,Nashville,TN,not,False,False,"Nashville Police Department, TN",2015.0
398,2015-05-30,19.0,male,unarmed,White,Cottonwood,AZ,foot,False,False,"Yavapai County Sheriff's Department, AZ",2015.0
399,2015-05-31,47.0,male,replica,White,Palestine,TX,not,True,False,"Palestine Police Department, TX",2015.0
400,2015-05-31,40.0,male,gun,Unknown,Medford,OR,not,False,True,"Medford Police Department, OR",2015.0
401,2015-06-01,23.0,male,gun,White,Greece,NY,other,False,True,"Greece Police Department, NY",2015.0
402,2015-06-02,26.0,male,knife,White,Azle,TX,not,False,True,"Tarrant County Sheriff's Department, TX",2015.0
403,2015-06-02,26.0,male,knife,Black,Roslindale,MA,not,False,False,"Boston Police Department, MA;Federal Bureau of Investigation, MA",2015.0
404,2015-06-03,36.0,male,unarmed,Hispanic,Los Lunas,NM,not,False,False,"Valencia County Sheriff's Department, NM",2015.0
405,2015-06-03,46.0,male,gun,Hispanic,Delano,CA,car,False,False,"Delano Police Department, CA",2015.0
406,2015-06-03,56.0,male,gun,White,Byram,NJ,not,False,True,"Andover Police Department, NJ;Byram Police Department, NJ",2015.0
407,2015-06-03,33.0,male,knife,Hispanic,Fuqua,TX,car,False,False,"Houston Police Department, TX",2015.0
408,2015-06-03,18.0,male,gun,Hispanic,Ellis County,TX,car,False,True,"Texas Department of Public Safety, TX",2015.0
409,2015-06-05,45.0,female,vehicle,White,Morgantown,WV,car,False,False,"Monongalia County Sheriff's Office, WV",2015.0
410,2015-06-05,50.0,male,gun,Hispanic,Santa Maria,CA,not,False,False,"Santa Maria Police Department, CA",2015.0
411,2015-06-06,27.0,male,gun,Hispanic,Strasburg,CO,car,False,False,"Arapahoe County Sheriff's Office, CO",2015.0
412,2015-06-06,42.0,male,knife,White,Midland,TX,not,False,True,"Midland Police Department, TX",2015.0
413,2015-06-06,45.0,male,gun,Hispanic,Watsonsville,CA,foot,False,False,"Watsonville Police Department, CA",2015.0
414,2015-06-06,53.0,male,gun,White,North Port,FL,not,False,False,"North Port Police Department, FL",2015.0
415,2015-06-06,30.0,male,gun,Black,Oakland,CA,not,True,False,"Oakland Police Department, CA",2015.0
416,2015-06-07,58.0,male,gun,White,Woodland,WA,not,False,True,"Woodland Police Department, WA",2015.0
417,2015-06-07,36.0,male,gun,White,Melbourne,FL,not,False,False,"Melbourne Police Department, FL",2015.0
418,2015-06-08,69.0,male,gun,White,Sun City,AZ,not,False,True,"Maricopa Police Department, AZ",2015.0
419,2015-06-08,30.0,male,knife,Hispanic,Anaheim,CA,not,True,True,"Anaheim Police Department, CA",2015.0
420,2015-06-08,54.0,male,gun,Unknown,Beech Grove,IN,not,False,True,"Beech Grove Police Department, IN",2015.0
421,2015-06-09,28.0,male,unarmed,White,Des Moines,IA,car,False,False,"Des Moines Police Department, IA",2015.0
422,2015-06-09,22.0,male,gun,Black,Cincinnati,OH,not,False,False,"Cincinnati Police Department, OH",2015.0
